lon,lat,site_id
23.075293502917777,37.91143725482937,1151
23.07133860702867,37.920803270647994,1152
23.071338635191488,37.92134286361084,1153
23.07062383399526,37.921342884664675,1154
23.07133872221864,37.923010205866035,1155
23.07062390481688,37.923010226920596,1156
23.07345221419468,37.920803183103786,1157
23.07345225786446,37.92134277606563,1158
23.072737456669813,37.92134280990226,1159
23.073452392810356,37.92301011831774,1160
23.072737575410173,37.92301015215555,1161
23.075565821354573,37.92080305776212,1162
23.075565880531318,37.92134265072254,1163
23.074851079338977,37.921342697341935,1164
23.075566063395954,37.92300999297025,1165
23.074851245998083,37.923010039591276,1166
23.071919482430946,37.91532877666561,1167
23.071919489617205,37.91544838643898,1168
23.071919475606254,37.91521518425308,1169
23.072261623892597,37.91778938463329,1170
23.073713107375884,37.9187594631242,1171
