lon,lat,site_id
23.0675,37.9152,1001
23.0675,37.914832740438506,1002
23.069570447600796,37.91483272230306,1003
23.069570434180733,37.91435592087353,1004
23.069570413507485,37.913621402650136,1005
23.06542958649252,37.913621402650136,1006
23.06542956581927,37.91435592087353,1007
23.065429552399205,37.91483272230306,1008
23.06957040085196,37.91317174184735,1009
23.070311340511374,37.913171726544874,1010
23.07022766862047,37.91684928387991,1011
23.071356838457593,37.91684925242583,1012
23.071356828810448,37.91666526561464,1013
23.071356802944077,37.91617194454702,1014
23.07135675873642,37.91532879636836,1015
23.071356679020308,37.913808339411574,1016
23.07022755586177,37.91380837086365,1017
23.07022757616366,37.91435590753458,1018
23.07022760746117,37.915199968525215,1019
23.070227648316447,37.916301747208976,1020
23.06542949037431,37.91703627967119,1021
23.067017726676827,37.91703629682351,1022
23.06789326583533,37.917036297153196,1023
23.069570509625688,37.91703627967119,1024
23.069570488950085,37.91630176054847,1025
23.069570468275117,37.91556724142576,1026
23.0675,37.91556725956149,1027
23.06542611189201,37.91556724136581,1028
23.065429511049913,37.91630176054847,1029
23.065070459366073,37.91684929038438,1030
23.062701827020295,37.91684921795861,1031
23.064772331379533,37.91684928387991,1032
23.06477235168355,37.916301747208976,1033
23.064772392538824,37.915199968525215,1034
23.06477242383634,37.91435590753458,1035
23.064772444138228,37.91380837086365,1036
23.062702025371266,37.91380830494656,1037
23.06270192512327,37.9153452527625,1038
23.073408529676236,37.913808251946,1039
23.07409247989374,37.913808215774026,1040
23.073408558570094,37.91416798328521,1041
23.074092512132253,37.91416794711296,1042
23.07340850078324,37.91344852600271,1043
23.07409244765621,37.91344848983101,1044
23.076277502488022,37.91380807369435,1045
23.07627776115425,37.914867665185206,1046
23.06103304830288,37.91534517322809,1047
23.061033013277275,37.91574357269803,1048
23.06103297825108,37.916141972167964,1049
23.060442482496732,37.91614193838205,1050
23.060442558944874,37.91534513944274,1051
23.061033083327896,37.91494677375815,1052
23.061033118352317,37.914548374288216,1053
23.060442635390444,37.91454834050343,1054
23.059432615050227,37.91494667534778,1055
23.05943265874269,37.914548275878666,1056
23.059432527663095,37.915743474286,1057
23.05943248396843,37.916141873755116,1058
23.05943257135703,37.91534507481689,1059
23.06270179506346,37.91733911081192,1060
23.060250852388045,37.917338985895924,1061
23.060250803208678,37.91783798887579,1062
23.06025073105388,37.918570095115484,1063
23.059377498082437,37.91857003832912,1064
23.059377574155494,37.91788115798304,1065
23.059377440877217,37.91908804757109,1066
23.057859030307906,37.918569924219206,1067
23.057859120602508,37.91788104387477,1068
23.05785896240841,37.91908793345991,1069
23.062701762511676,37.91783811379309,1070
23.062701702402602,37.91875952903101,1071
23.061978785617917,37.918759497471015,1072
23.061978818359023,37.91832332649332,1073
23.061978752876215,37.919195668448694,1074
23.063084579567988,37.91875954395496,1075
23.063084605751676,37.91832337297685,1076
23.063084553383824,37.91919571493307,1077
23.0641903735193,37.918759580093024,1078
23.064190353892684,37.91919575107147,1079
23.064190393145573,37.91832340911458,1080
23.07371285082602,37.915722183375664,1081
23.076277730870586,37.91572202071478,1082
23.07529400452631,37.91617175048521,1083
23.075294056364868,37.916660981436195,1084
23.0747309155138,37.91666101723146,1085
23.075857197215363,37.91666094295767,1086
23.075294140985985,37.91745957901791,1087
23.074730994020822,37.9174596148138,1088
23.075857287950576,37.91745954053876,1089
23.07529422560995,37.91825817659964,1090
23.074731072530486,37.91825821239614,1091
23.075857378688845,37.91825813811983,1092
23.075294310236764,37.91905677418138,1093
23.074731151042787,37.91905680997847,1094
23.075857469430158,37.91905673570093,1095
23.07529395688152,37.91572208968469,1096
23.072603539512063,37.91666521835542,1097
23.072603617510655,37.917789370360204,1098
23.072945611128578,37.91778935509753,1099
23.072945622780434,37.91794673637814,1100
23.072945599476807,37.9176319738169,1101
23.07191957378391,37.916849232722434,1102
23.071919630274408,37.91778939791677,1103
23.072261634080938,37.917946765914,1104
23.07226161370432,37.91763200335256,1105
23.069570518986005,37.91736880563348,1106
23.069228527322977,37.91736881112995,1107
23.069912510648976,37.91736879914744,1108
23.067893267613197,37.917368823115616,1109
23.067551275950034,37.917368823758785,1110
23.068235259276353,37.91736882148286,1111
23.067017711705226,37.919319632112774,1112
23.073713154681545,37.919319469786956,1113
23.06701770806199,37.91987523210158,1114
23.066454542599573,37.919875228461805,1115
23.067580873524438,37.91987523305794,1116
23.067017703709805,37.920538931446735,1117
23.066454533165412,37.92053892780691,1118
23.067580874254233,37.9205389324031,1119
23.0670176993575,37.92120263079189,1120
23.06645452373098,37.921202627152006,1121
23.067580874984053,37.92120263174827,1122
23.067017695005074,37.92186633013704,1123
23.066454514296286,37.92186632649711,1124
23.067580875713897,37.92186633109344,1125
23.065429384327903,37.92080331484518,1126
23.064753403961685,37.92080330106946,1127
23.062696798065378,37.92080323538383,1128
23.062696762825592,37.92134282834627,1129
23.063411564021187,37.92134285523383,1130
23.062696653929578,37.923010170600215,1131
23.06341147133071,37.923010197488715,1132
23.06058319090189,37.92080313058985,1133
23.06058314015514,37.92134272355109,1134
23.061297941348826,37.92134276322144,1135
23.06058298334039,37.92301006580136,1136
23.0612978007396,37.9230101054731,1137
23.05846958374551,37.920802987998414,1138
23.058469517491798,37.92134258095804,1139
23.05918431868284,37.92134263341117,1140
23.058469312758305,37.923009923203296,1141
23.059184130154872,37.92300997565826,1142
23.064753318316644,37.923096571163015,1143
23.0697362351483,37.923096590154245,1144
23.0697362351483,37.92080332005978,1145
23.069736235148337,37.92080331182762,1146
23.069736167256114,37.91857029628112,1147
23.07361391218261,37.91857015930029,1148
23.07361361318695,37.914972872888576,1149
23.075293877488146,37.914972774027376,1150
